#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         344     -7.600000e-01     -7.893023e-01      4.943427e-03
         345     -8.400000e-01     -7.894493e-01      4.931282e-03
         346     -8.400000e-01     -7.895954e-01      4.919193e-03
         347     -7.600000e-01     -7.895101e-01      4.905756e-03
         348     -6.800000e-01     -7.891954e-01      4.901742e-03
         349     -7.600000e-01     -7.891117e-01      4.888411e-03
         350     -7.600000e-01     -7.890286e-01      4.875151e-03
         351     -6.000000e-01     -7.884900e-01      4.890917e-03
         352     -8.400000e-01     -7.886364e-01      4.879211e-03
         353     -8.400000e-01     -7.887819e-01      4.867558e-03
         354     -8.400000e-01     -7.889266e-01      4.855958e-03
         355     -8.400000e-01     -7.890704e-01      4.844410e-03
         356     -7.600000e-01     -7.889888e-01      4.831490e-03
         357     -7.600000e-01     -7.889076e-01      4.818639e-03
         358     -8.400000e-01     -7.890503e-01      4.807292e-03
         359     -8.400000e-01     -7.891922e-01      4.795996e-03
         360     -8.400000e-01     -7.893333e-01      4.784749e-03
         361     -8.400000e-01     -7.894737e-01      4.773553e-03
         362     -8.400000e-01     -7.896133e-01      4.762407e-03
         363     -7.600000e-01     -7.895317e-01      4.749986e-03
         364     -7.600000e-01     -7.894505e-01      4.737629e-03
         365     -6.000000e-01     -7.889315e-01      4.752997e-03
         366     -6.800000e-01     -7.886339e-01      4.749320e-03
         367     -6.800000e-01     -7.883379e-01      4.745594e-03
         368     -8.400000e-01     -7.884783e-01      4.734775e-03
         369     -7.600000e-01     -7.884011e-01      4.722572e-03
         370     -6.800000e-01     -7.881081e-01      4.718888e-03
         371     -4.400000e-01     -7.871698e-01      4.798546e-03
         372     -7.600000e-01     -7.870968e-01      4.786203e-03
         373     -8.400000e-01     -7.872386e-01      4.775472e-03
         374     -8.400000e-01     -7.873797e-01      4.764787e-03
         375     -7.600000e-01     -7.873067e-01      4.752640e-03
         376     -7.600000e-01     -7.872340e-01      4.740555e-03
         377     -8.400000e-01     -7.873740e-01      4.730046e-03
         378     -8.400000e-01     -7.875132e-01      4.719581e-03
         379     -7.600000e-01     -7.874406e-01      4.707687e-03
         380     -8.400000e-01     -7.875789e-01      4.697330e-03
         381     -7.600000e-01     -7.875066e-01      4.685559e-03
         382     -7.600000e-01     -7.874346e-01      4.673846e-03
         383     -7.600000e-01     -7.873629e-01      4.662192e-03
         384     -7.600000e-01     -7.872917e-01      4.650595e-03
         385     -7.600000e-01     -7.872208e-01      4.639056e-03
         386     -7.600000e-01     -7.871503e-01      4.627573e-03
         387     -7.600000e-01     -7.870801e-01      4.616148e-03
         388     -6.800000e-01     -7.868041e-01      4.612493e-03
         389     -6.800000e-01     -7.865296e-01      4.608800e-03
         390     -6.800000e-01     -7.862564e-01      4.605070e-03
         391     -7.600000e-01     -7.861893e-01      4.593782e-03
         392     -7.600000e-01     -7.861224e-01      4.582549e-03
         393     -7.600000e-01     -7.860560e-01      4.571370e-03
         394     -6.800000e-01     -7.857868e-01      4.567686e-03
         395     -6.800000e-01     -7.855190e-01      4.563967e-03
         396     -7.600000e-01     -7.854545e-01      4.552897e-03
         397     -7.600000e-01     -7.853904e-01      4.541880e-03
         398     -7.600000e-01     -7.853266e-01      4.530916e-03
         399     -7.600000e-01     -7.852632e-01      4.520005e-03
         400     -7.600000e-01     -7.852000e-01      4.509146e-03
         401     -6.800000e-01     -7.849377e-01      4.505527e-03
         402     -6.800000e-01     -7.846766e-01      4.501875e-03
         403     -6.000000e-01     -7.842184e-01      4.513967e-03
         404     -6.000000e-01     -7.837624e-01      4.525766e-03
         405     -6.000000e-01     -7.833086e-01      4.537279e-03
         406     -6.000000e-01     -7.828571e-01      4.548512e-03
         407     -6.000000e-01     -7.824079e-01      4.559471e-03
         408     -6.000000e-01     -7.819608e-01      4.570163e-03
         409     -7.600000e-01     -7.819071e-01      4.559304e-03
         410     -6.800000e-01     -7.816585e-01      4.554954e-03
         411     -7.600000e-01     -7.816058e-01      4.544176e-03
         412     -8.400000e-01     -7.817476e-01      4.535356e-03
         413     -8.400000e-01     -7.818886e-01      4.526567e-03
         414     -7.600000e-01     -7.818357e-01      4.515942e-03
         415     -7.600000e-01     -7.817831e-01      4.505367e-03
         416     -6.800000e-01     -7.815385e-01      4.501176e-03
         417     -6.800000e-01     -7.812950e-01      4.496963e-03
         418     -6.800000e-01     -7.810526e-01      4.492729e-03
         419     -6.800000e-01     -7.808115e-01      4.488475e-03
         420     -7.600000e-01     -7.807619e-01      4.478062e-03
         421     -6.800000e-01     -7.805226e-01      4.473817e-03
         422     -8.400000e-01     -7.806635e-01      4.465435e-03
         423     -7.600000e-01     -7.806147e-01      4.455145e-03
         424     -8.400000e-01     -7.807547e-01      4.446839e-03
         425     -8.400000e-01     -7.808941e-01      4.438560e-03
         426     -8.400000e-01     -7.810329e-01      4.430309e-03
         427     -8.400000e-01     -7.811710e-01      4.422086e-03
         428     -7.600000e-01     -7.811215e-01      4.412030e-03
         429     -7.600000e-01     -7.810723e-01      4.402020e-03
         430     -8.400000e-01     -7.812093e-01      4.393916e-03
         431     -8.400000e-01     -7.813457e-01      4.385838e-03
         432     -8.400000e-01     -7.814815e-01      4.377787e-03
         433     -8.400000e-01     -7.816166e-01      4.369762e-03
         434     -8.400000e-01     -7.817512e-01      4.361763e-03
         435     -7.600000e-01     -7.817011e-01      4.352023e-03
         436     -7.600000e-01     -7.816514e-01      4.342326e-03
         437     -6.800000e-01     -7.814188e-01      4.338615e-03
         438     -8.400000e-01     -7.815525e-01      4.330771e-03
         439     -8.400000e-01     -7.816856e-01      4.322951e-03
         440     -7.600000e-01     -7.816364e-01      4.313408e-03
         441     -6.800000e-01     -7.814059e-01      4.309779e-03
         442     -7.600000e-01     -7.813575e-01      4.300301e-03
         443     -6.800000e-01     -7.811287e-01      4.296676e-03
         444     -6.800000e-01     -7.809009e-01      4.293031e-03
         445     -6.800000e-01     -7.806742e-01      4.289368e-03
         446     -6.800000e-01     -7.804484e-01      4.285686e-03
         447     -6.800000e-01     -7.802237e-01      4.281985e-03
         448     -6.800000e-01     -7.800000e-01      4.278267e-03
         449     -7.600000e-01     -7.799555e-01      4.268971e-03
         450     -7.600000e-01     -7.799111e-01      4.259715e-03
         451     -7.600000e-01     -7.798670e-01      4.250498e-03
         452     -8.400000e-01     -7.800000e-01      4.243176e-03
         453     -7.600000e-01     -7.799558e-01      4.234039e-03
         454     -8.400000e-01     -7.800881e-01      4.226778e-03
         455     -8.400000e-01     -7.802198e-01      4.219539e-03
         456     -8.400000e-01     -7.803509e-01      4.212321e-03
         457     -1.000000e+00     -7.808315e-01      4.230436e-03
         458     -1.000000e+00     -7.813100e-01      4.248178e-03
         459     -1.000000e+00     -7.817865e-01      4.265557e-03
         460     -1.000000e+00     -7.822609e-01      4.282580e-03
         461     -1.000000e+00     -7.827332e-01      4.299257e-03
         462     -9.200000e-01     -7.830303e-01      4.300206e-03
         463     -9.200000e-01     -7.833261e-01      4.301082e-03
         464     -9.200000e-01     -7.836207e-01      4.301887e-03
         465     -9.200000e-01     -7.839140e-01      4.302622e-03
         466     -9.200000e-01     -7.842060e-01      4.303287e-03
         467     -8.400000e-01     -7.843255e-01      4.295731e-03
         468     -7.600000e-01     -7.842735e-01      4.286866e-03
         469     -6.800000e-01     -7.840512e-01      4.283488e-03
         470     -8.400000e-01     -7.841702e-01      4.276027e-03
         471     -8.400000e-01     -7.842887e-01      4.268591e-03
         472     -8.400000e-01     -7.844068e-01      4.261179e-03
         473     -8.400000e-01     -7.845243e-01      4.253791e-03
         474     -8.400000e-01     -7.846414e-01      4.246427e-03
         475     -8.400000e-01     -7.847579e-01      4.239086e-03
         476     -7.600000e-01     -7.847059e-01      4.230499e-03
         477     -7.600000e-01     -7.846541e-01      4.221947e-03
         478     -7.600000e-01     -7.846025e-01      4.213430e-03
