#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         170     -9.200000e-01     -7.604706e-01      7.365783e-03
         171     -9.200000e-01     -7.614035e-01      7.381551e-03
         172     -9.200000e-01     -7.623256e-01      7.396002e-03
         173     -7.600000e-01     -7.623121e-01      7.353263e-03
         174     -7.600000e-01     -7.622989e-01      7.311015e-03
         175     -8.400000e-01     -7.627429e-01      7.282707e-03
         176     -9.200000e-01     -7.636364e-01      7.295934e-03
         177     -9.200000e-01     -7.645198e-01      7.308001e-03
         178     -8.400000e-01     -7.649438e-01      7.279237e-03
         179     -7.600000e-01     -7.649162e-01      7.238623e-03
         180     -7.600000e-01     -7.648889e-01      7.198460e-03
         181     -7.600000e-01     -7.648619e-01      7.158741e-03
         182     -7.600000e-01     -7.648352e-01      7.119457e-03
         183     -6.000000e-01     -7.639344e-01      7.137305e-03
         184     -6.800000e-01     -7.634783e-01      7.113078e-03
         185     -7.600000e-01     -7.634595e-01      7.074653e-03
         186     -7.600000e-01     -7.634409e-01      7.036642e-03
         187     -8.400000e-01     -7.638503e-01      7.010913e-03
         188     -8.400000e-01     -7.642553e-01      6.985312e-03
         189     -6.800000e-01     -7.638095e-01      6.962563e-03
         190     -8.400000e-01     -7.642105e-01      6.937456e-03
         191     -7.600000e-01     -7.641885e-01      6.901169e-03
         192     -6.800000e-01     -7.637500e-01      6.879142e-03
         193     -7.600000e-01     -7.637306e-01      6.843526e-03
         194     -7.600000e-01     -7.637113e-01      6.808277e-03
         195     -7.600000e-01     -7.636923e-01      6.773389e-03
         196     -7.600000e-01     -7.636735e-01      6.738858e-03
         197     -7.600000e-01     -7.636548e-01      6.704676e-03
         198     -8.400000e-01     -7.640404e-01      6.681892e-03
         199     -7.600000e-01     -7.640201e-01      6.648346e-03
         200     -8.400000e-01     -7.644000e-01      6.625949e-03
         201     -7.600000e-01     -7.643781e-01      6.593020e-03
         202     -6.800000e-01     -7.639604e-01      6.573601e-03
         203     -8.400000e-01     -7.643350e-01      6.551882e-03
         204     -8.400000e-01     -7.647059e-01      6.530255e-03
         205     -6.800000e-01     -7.642927e-01      6.511460e-03
         206     -6.800000e-01     -7.638835e-01      6.492695e-03
         207     -6.800000e-01     -7.634783e-01      6.473963e-03
         208     -7.600000e-01     -7.634615e-01      6.442860e-03
         209     -7.600000e-01     -7.634450e-01      6.412054e-03
         210     -7.600000e-01     -7.634286e-01      6.381541e-03
         211     -7.600000e-01     -7.634123e-01      6.351318e-03
         212     -7.600000e-01     -7.633962e-01      6.321379e-03
         213     -7.600000e-01     -7.633803e-01      6.291721e-03
         214     -6.000000e-01     -7.626168e-01      6.308471e-03
         215     -7.600000e-01     -7.626047e-01      6.279141e-03
         216     -7.600000e-01     -7.625926e-01      6.250083e-03
         217     -7.600000e-01     -7.625806e-01      6.221292e-03
         218     -8.400000e-01     -7.629358e-01      6.202882e-03
         219     -9.200000e-01     -7.636530e-01      6.215881e-03
         220     -8.400000e-01     -7.640000e-01      6.197307e-03
         221     -7.600000e-01     -7.639819e-01      6.169291e-03
         222     -5.200000e-01     -7.628829e-01      6.238625e-03
         223     -6.000000e-01     -7.621525e-01      6.253261e-03
         224     -6.800000e-01     -7.617857e-01      6.236091e-03
         225     -8.400000e-01     -7.621333e-01      6.218056e-03
         226     -7.600000e-01     -7.621239e-01      6.190549e-03
         227     -8.400000e-01     -7.624670e-01      6.172777e-03
         228     -8.400000e-01     -7.628070e-01      6.155063e-03
         229     -8.400000e-01     -7.631441e-01      6.137409e-03
         230     -8.400000e-01     -7.634783e-01      6.119814e-03
         231     -8.400000e-01     -7.638095e-01      6.102280e-03
         232     -8.400000e-01     -7.641379e-01      6.084808e-03
         233     -8.400000e-01     -7.644635e-01      6.067398e-03
         234     -7.600000e-01     -7.644444e-01      6.041498e-03
         235     -8.400000e-01     -7.647660e-01      6.024339e-03
         236     -7.600000e-01     -7.647458e-01      5.998846e-03
         237     -7.600000e-01     -7.647257e-01      5.973568e-03
         238     -6.800000e-01     -7.643697e-01      5.959067e-03
         239     -6.800000e-01     -7.640167e-01      5.944580e-03
         240     -7.600000e-01     -7.640000e-01      5.919835e-03
         241     -7.600000e-01     -7.639834e-01      5.895294e-03
         242     -7.600000e-01     -7.639669e-01      5.870957e-03
         243     -7.600000e-01     -7.639506e-01      5.846819e-03
         244     -6.800000e-01     -7.636066e-01      5.832971e-03
         245     -7.600000e-01     -7.635918e-01      5.809182e-03
         246     -9.200000e-01     -7.642276e-01      5.820257e-03
         247     -8.400000e-01     -7.645344e-01      5.804772e-03
         248     -9.200000e-01     -7.651613e-01      5.815117e-03
         249     -9.200000e-01     -7.657831e-01      5.824916e-03
         250     -9.200000e-01     -7.664000e-01      5.834189e-03
         251     -9.200000e-01     -7.670120e-01      5.842951e-03
         252     -8.400000e-01     -7.673016e-01      5.826939e-03
         253     -9.200000e-01     -7.679051e-01      5.835082e-03
         254     -8.400000e-01     -7.681890e-01      5.819008e-03
         255     -6.800000e-01     -7.678431e-01      5.806456e-03
         256     -6.800000e-01     -7.675000e-01      5.793905e-03
         257     -8.400000e-01     -7.677821e-01      5.778224e-03
         258     -7.600000e-01     -7.677519e-01      5.755907e-03
         259     -7.600000e-01     -7.677220e-01      5.733761e-03
         260     -8.400000e-01     -7.680000e-01      5.718443e-03
         261     -7.600000e-01     -7.679693e-01      5.696616e-03
         262     -7.600000e-01     -7.679389e-01      5.674954e-03
         263     -8.400000e-01     -7.682129e-01      5.659987e-03
         264     -9.200000e-01     -7.687879e-01      5.667674e-03
         265     -8.400000e-01     -7.690566e-01      5.652654e-03
